date	Lawrence Ng	Neeta	Ted Trask	Neeta Joshi	Sachini Samarasinghe	Malinda Kandalama	Malinda
1490645760	235718	15970	120783	1545	195	8	24
1490725467	235718	15970	120858	1545	195	8	24
1491336954	235718	15970	120858	1545	195	8	24
1491341896	235718	15970	120875	1545	195	8	24
1492026512	235718	15970	120893	1545	195	8	24
1492107919	235718	15970	120898	1545	195	8	24
1492108901	235718	15970	120998	1545	195	8	24
1492435237	235718	15970	120998	1545	195	8	24
1492435982	235718	15970	120998	1545	195	8	24
1492454272	235718	15970	121021	1545	195	8	24
1493052262	235718	15970	121021	1646	195	8	24
1493153070	235718	15970	121070	1646	195	8	24
1493407521	235718	15970	121078	1646	195	8	24
1493412286	235718	15970	121093	1646	195	8	24
